"","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"NAM",NA,NA,NA,NA,NA,NA,NA,1.77610335216905e-07,1.70165929569421e-07,1.63610780146151e-07,1.57952510071446e-07,1.52992053914502e-07,1.484997497192e-07,1.4421369542994e-07,1.39995424142114e-07,1.35800837908207e-07,0.109603302894134,1.27965939511476e-07,1.24697798864482e-07,1.22016927006641e-07,1.19911226281744e-07,1.1825667078913e-07,1.16887779344488e-07,1.15599301908631e-07,1.1424737200727e-07,1.12805736640631e-07,1.11300232585876e-07,1.09713559570679e-07,1.08039473034616e-07,1.06280817702142e-07,1.04428442893045e-07,1.02497615506181e-07,1.00543084746718e-07,9.76732082991205e-08,9.54758078153262e-08,9.33908060885003e-08,9.13974839145126e-08
"NER",194226.003317105,218465.284660898,158172.063592888,231938.637041962,408646.254985088,107967.226507846,62367.0770301826,68285.1073213622,103936.069306975,95523.2992338112,691623.164819197,203266.481115197,200873.507596486,282001.486001664,427802.708906365,432702.052199731,200143.04527337,76349.7694588561,186276.056468248,122481.278256031,376605.400661874,198407.575030851,320464.839507056,388794.568660704,1.93423598915388e-07,1.8641174392986e-07,33.7509602529445,940.119483043946,1.66638329468505e-07,1.60444095342882e-07,1.54441666455618e-07,1.48630382446058e-07,1.43010437381186e-07,1.33174669292302e-07,6429.93590063634,1.23352167036295e-07,1.18732431553248e-07
"NGA",3095105.16363463,3244156.57856494,3169993.73005142,4379552.37240189,3801070.94048948,2657253.88607585,1765386.12441166,1679385.97813034,2760311.89008038,2646024.02593576,1075166.2804728,1906956.46808282,1284135.07300725,2415069.40157119,1040265.39898121,1992931.81625534,1730412.09393322,3334353.3130556,5316896.64771906,5075924.23352579,3949814.20370048,1352505.3516117,3312554.30061581,1140497.13470763,2528132.47781182,72046.7824419805,20773.9139639022,503279.388867456,3.59175610364915e-08,267141.812890102,1321402.02361511,14356.1576646435,1095774.41735425,7427.7817642692,683452.545788088,1401964.37739274,83110.5211304725
"NIC",560,565,280,382.5,2390,6375,1980,785,0,0,0,5830,847.5,7.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0
"NIU",2.33167804517542e-05,2.43820389040916e-05,2.56007162919847e-05,2.68717206924896e-05,2.80985419560675e-05,2.9228493617528e-05,3.02599355578304e-05,3.11746415737613e-05,3.19981094969446e-05,3.27113004439106e-05,3.32964404918812e-05,3.37678865565127e-05,3.41761791481376e-05,3.46258579303482e-05,3.52008159312245e-05,3.59469338049312e-05,3.68851158375483e-05,3.7948913015784e-05,3.90758940452818e-05,4.01658839355168e-05,4.12068789170661e-05,4.21863473626383e-05,4.31646295524502e-05,4.41637887279578e-05,4.52639293841983e-05,4.64485330119446e-05,4.77565017695802e-05,4.90770671617291e-05,5.05061448737854e-05,5.19855098455313e-05,5.35165988978514e-05,5.35165988978514e-05,5.35165988978514e-05,5.35165988978514e-05,5.35165988978514e-05,5.35165988978514e-05,5.35165988978514e-05
"NLD",192.5,237.5,1200,205,60,225,567.5,3797.5,310,40,147.5,1180,1170,755,460,142.5,52.5,22.5,5920,2547.5,NA,7.5,10,27.5,10,2.5,25,272.5,37.5,37.5,127.5,25,6580,360,17.5,15,40
"NOR",11465,27435,15452.5,4437.5,3280,3047.5,1407.5,332.5,32.5,237.5,42.5,182.5,17.5,15,45,57.5,27.5,NA,NA,0,10,12.5,20,17.5,0,0,NA,10,5,7.5,97.5,10,20,7.5,35,0,2.5
"NPL",4.4124242037924e-09,37.3221576149721,1320.41239797462,4045.92481590381,3325.07154555577,1340.63829517506,639.798811009425,215.449470148138,71.6373775069366,26.5224473776919,3.32048465415915,0.0840906468632082,3.32164107330613e-09,519.445131961073,11234.6474123886,29405.8246382897,62176.3195339935,37876.9028234378,26008.6129562586,45890.682732772,55180.9207560795,39420.0887911629,65968.1196045537,65860.8895649563,15079.7741402703,4426.40637562489,3771.99435359934,4661.32745750908,47.7229599553446,2.41909514642202e-09,758.924872584608,5814.25300488206,2.33629526835699e-09,2.29292496101152e-09,2.26627672184065e-09,2.2407472544117e-09,2.21610885198231e-09
"NRU",3.28552476396293e-05,3.23359737175455e-05,3.1776123615157e-05,3.11729144848449e-05,3.05360418111356e-05,2.98709536584729e-05,2.91931898663833e-05,2.85194078437634e-05,2.78698010854894e-05,2.72580555716884e-05,2.66839947097308e-05,2.61527821471264e-05,2.568188204366e-05,2.53069307896148e-05,2.50353352331256e-05,2.4878133349282e-05,2.48162974358923e-05,2.48212329947428e-05,2.48459402658607e-05,2.48583123561019e-05,2.48459402658607e-05,2.48187649699583e-05,2.4774424301377e-05,2.47277918224986e-05,2.46788942811493e-05,2.46326204020875e-05,2.45816770624296e-05,2.4518895552772e-05,2.44420648566335e-05,2.43395786549971e-05,2.42379483191835e-05,2.42379483191835e-05,2.42379483191835e-05,2.42379483191835e-05,2.42379483191835e-05,2.42379483191835e-05,2.42379483191835e-05
"NZL",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23097.5,NA,172.5,82.5,NA,NA,5102.5,410,265,162.5,162.5,52.5,165,82.5,50,50,62.5,NA,495,107.5,1492.5,170,20,797.5,25,257.5,37.5
"OMN",101697.5,41612.5,22877.5,24130,10402.5,5002.5,9510,15130,10637.5,3155,550,4585,7770,452.5,170,115,30,12.5,22.5,37.5,37.5,12.5,2.5,45,62.5,32.5,60,45,47.5,7.5,12.5,32.5,0,2262.5,0,277.5,22.5
"PAK",2426338.98437271,1689130.91029312,1656433.11211885,2762449.12317722,2347566.72422129,3914795.18160744,4309182.92879801,5455000.82352483,857580.236003193,1734881.38296955,236149.84892902,219961.808115675,176966.643028579,124191.326477834,137385.678190037,106577.850103849,123408.183993898,159920.988729347,216536.132843776,182232.709384345,269764.086481518,331858.457692466,451077.745602337,445988.577320332,288682.8937719,515202.45950086,323903.410023829,2.02220749034865e-08,1.98551975971739e-08,1.95048426299138e-08,1.91708001695545e-08,125953.610561617,169179.851569993,1.82016604011181e-08,1.7833143961532e-08,1.74802753383219e-08,1.71420124761568e-08
"PAN",10830,10035,1487.5,895,10737.5,10497.5,4712.5,945,752.5,4727.5,6075,2112.5,225,7.5,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,540,0,0,0
"PER",25177.5,31770,19047.5,32597.5,23482.5,15247.5,15600,14462.5,2862.5,1842.5,2535,56512.5,4325,1675,882.5,262.5,237.5,25,30,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1005,10,0,0
"PHL",1.20066446784861e-08,18662.7025785102,157474.51663139,568713.046690849,714155.140282774,715347.862017776,915041.848870036,889120.886593803,839339.229004803,572781.349828169,352237.801417651,313979.925820678,138282.998010776,49564.6948930455,16763.0792102369,1441.41628790622,3264.19879250005,74.8350401684055,7.69450292370522e-09,7.53260587238458e-09,7.37625871494174e-09,7.22537840669446e-09,7.08096392632029e-09,6.94421864455563e-09,6.81557321691173e-09,6.69501787342597e-09,6.58134635678209e-09,6.47241826801093e-09,6.36569463807746e-09,6.25956453337295e-09,6.15359940780991e-09,6.04839567319715e-09,5.94470495052235e-09,5.84323300856227e-09,5.7505082917686e-09,5.66124191969664e-09,5.57502299880497e-09
"PLW",0.0016418781028058,0.00160509599530623,0.00156221187153649,0.00152064995724044,0.0014843758080052,0.00145424735349275,0.00142821882694655,0.00140378323544765,0.00137746024258145,0.00134762885180084,0.00131437594283457,0.00127941776968965,1379.31828708132,0.00121017441138582,0.00117863057060397,0.00114933819389784,0.00112220870345514,0.00109798686153417,0.00107740634204279,0.00106078089509365,0.00104821251607801,0.00103905954080252,0.00103246925906708,0.00102699768480818,0.00102168638642119,0.00101632820653552,0.00101092547605031,0.00100543082108151,0.000999602573749314,0.000993453328887339,0.000987762722903462,0.000987762722903462,0.000972281863419133,0.000964173439892524,0.000955391014772156,0.000945842956593279,0.000936009994385589
"PNG",199956.964839185,144611.936990596,109913.487744049,105891.200743315,57490.61711448,78352.1375812611,109073.521824916,65770.4696226571,103301.745019346,38843.421393118,18057.5222202221,58405.2848781337,84056.5903822283,67797.968466385,35112.6956084792,21715.9743162231,7405.00514018355,1.8296099716375e-06,53567.5743780698,67941.7330551952,36960.7604721155,72294.3455052663,33602.0774725978,11166.527023098,1233.53499048401,1.49528954196398e-06,1.45980391486056e-06,1.4256526661427e-06,2.12713094374177,1.36161983499417e-06,1.33171343619232e-06,1.30309234014359e-06,1.27563744622972e-06,22646.8945269562,6565.38469693324,1.15513752874108e-06,1.13187410843985e-06
"POL",88207.5,19050,28177.5,136007.5,89200,17015,3215,2512.5,18062.5,141177.5,6047.5,9237.5,3525,2160,1880,1597.5,845,5637.5,247.5,192.5,332.5,85,120,27.5,32.5,300,100,NA,287.5,32.5,NA,0,210,270,NA,NA,157.5
"PRK",2.82506440463237e-09,2.78151846000441e-09,2.73677336348754e-09,2.69293931598469e-09,2.65133603960521e-09,2.61226107411971e-09,2.57503018907812e-09,2.53879417488889e-09,2.50244158728208e-09,2.46539455517336e-09,2.42742792533335e-09,2.38923381079559e-09,2.3521925518466e-09,2.31799002214927e-09,2.2876219807344e-09,2.26135066228039e-09,2.23854335068552e-09,2.21818152734699e-09,2.19890505803733e-09,2.17979767569432e-09,2.16057360891142e-09,2.14155804201255e-09,2.12319017922624e-09,2.10611406092909e-09,2.09072237300489e-09,2.07706474242286e-09,2.06482630993321e-09,2.05359207416933e-09,2.04280914406496e-09,2.03208205817873e-09,2.02129346593694e-09,2.01052741122254e-09,1.99984362403427e-09,1.99984362403427e-09,1.98926985994774e-09,1.96845417743674e-09,1.95312610529186e-09
"PRT",NA,NA,NA,NA,NA,NA,2032.5,5712.5,29477.5,1017.5,687.5,520,2202.5,8075,480,280,322.5,240,125,112.5,NA,20,20,12.5,17.5,0,0,2.5,7.5,12.5,5,57.5,2.5,12.5,20,NA,85
"PRY",1070,1327.5,3147.5,2447.5,1665,1525,4355,1887.5,965,3490,1315,2160,5165,305,182.5,32.5,357.5,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.5,0,0,0
"QAT",11625.5918970749,3710.8721178376,5524.67894579791,6151.22385280934,11108.9743950481,7223.35750903636,2770.40591986814,2148.43224217474,8298.92615136272,2193.37998253574,3276.00196551228,611.347476531741,211.956648693505,38.4128179625423,2.31847115288453e-05,2.26725034875308e-05,1828.04906520918,622.860112805235,2.03076572541372e-05,28.1355935506397,1.8991473277219e-05,1.84505449434269e-05,1.75984165952103e-05,1.61291311872036e-05,1.41497120677014e-05,18.8811348092995,1250.11860733015,18.9906815538519,150.922230921672,742.086586498601,425.624227188377,393.911479098261,203.984528472316,502.097992311808,177.685138250066,48.7385888197171,2.84698872602921
"ROU",137282.647449148,574301.910763634,10874.9604109068,1.13131178713921e-06,1.12648221628486e-06,143097.593514421,35572.0686547082,473.159352514025,1.10535097974651e-06,1.10361317706698e-06,1.10438021960757e-06,1.10731673841347e-06,85096.8078146156,10871.2839795098,1.12324971834887e-06,1.12922785555636e-06,31875.597035272,15559.0044761704,1.14715707844049e-06,1.15210604656468e-06,1.1561475390387e-06,1.15929273591941e-06,1.1617976715117e-06,1.16407474126667e-06,1.16643828929064e-06,1.16896803492583e-06,1.17159482071472e-06,1.17431378798827e-06,1.17708171498698e-06,1.17987265157993e-06,1.1827153573174e-06,1.1856614419159e-06,1.29204055177023e-06,1.29558407613306e-06,1.30169719758655e-06,1.30897548800135e-06,1.31691239013687e-06
"RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,45925,51122.5,46425,186157.5,71680,16575,17800,7185,15537.5,18570,12000,5180,1450,8227.5,6110,1135,2867.5,432.5,67.5,252.5,322.5,1572.5,5307.5,5847.5,8230,2107.5,445,1802.5
"RWA",527408.889524956,182714.20706035,92575.1594276349,75915.2813866664,73011.8105323004,232292.073892623,57549.3903998678,16708.7330927079,11398.9663268096,21776.1616967564,13567.8991842604,63400.7273432475,36110.8288714224,27723.8332848351,143002.962786323,22310.1548484766,4636.37983308869,1.01309122868543e-06,10717.8629303649,5564.32231065653,3178.70857028079,5465.37418638376,1236.86913990465,7.84873675607756e-07,7.70300825791992e-07,7.51843409640962e-07,7.31608988169263e-07,7.10510265178321e-07,6.8981460821238e-07,6.70268386904205e-07,6.5176899111119e-07,6.33936565019866e-07,6.16779646134269e-07,6.40219517622498e-07,6.24574224228347e-07,6.09483047808723e-07,5.94960435917891e-07
"SAU",308841.255447354,285181.637269984,398407.607950171,260272.530720194,155178.609797406,187332.809277162,246744.005376145,87363.9311212175,36452.9677910208,37151.0227442849,36038.4697686131,77768.3833973877,27004.5659132677,7063.11160392548,6409.94016949354,6935.65142795094,14286.7657535215,26865.4171945431,1916.75510208085,2.86522026327063e-07,146.808871876512,2.64458634768872e-07,2.52572335823764e-07,877.512962385826,2.33772843860613e-07,2.27490215887194e-07,9706.24278541327,2.18910295557428e-07,2.15397315206367e-07,2.11746470690777e-07,2.07907348337422e-07,2.04040471296629e-07,2.00211360157354e-07,1.87540028173672e-07,1.8290208159133e-07,1.78830193098278e-07,1.75233166088695e-07
"SDN",1921139.69808855,1667497.04224911,2.15160130823122e-07,2.08085604747055e-07,1691721.35332,470705.690511564,1.8993074579754e-07,1.84418019855137e-07,1.78556675223263e-07,1.7219106662747e-07,487398.649766427,3884.12398688608,1.51473427800752e-07,1.4547593851777e-07,1.40455621799873e-07,1.36378676351967e-07,1.330055875437e-07,1.30055659242068e-07,1.27202445243668e-07,1.24246753774315e-07,1.2116618286484e-07,1.1804587785047e-07,1.14944278872819e-07,67998.3594622971,1.09078436061338e-07,1.06345665384922e-07,1.03718209687464e-07,1.01214184589082e-07,9.88528916501252e-08,9.66379792854966e-08,9.45717855138639e-08,9.26281787938521e-08,9.07520195658762e-08,9.12964487342904e-08,8.91470453012744e-08,8.7050011865486e-08,8.50001086183383e-08
"SEN",474607.999138349,400149.947884194,310456.009736703,45952.0337337037,33981.6739674857,52019.4319338879,17094.0878062665,4782.8147718579,71444.7396898369,38740.943937841,86379.5735363864,141661.66857234,138926.019960555,52758.531673674,640.442360490649,52043.820804501,45097.6963109976,44160.7114732083,25281.4301507884,38167.4254464227,274091.857884036,198935.020645172,36682.6076833643,4.48654093765377e-07,4.3658240411748e-07,4.24818803579363e-07,4.1332676314898e-07,4.02053143666592e-07,3.90936049532442e-07,3.79955996554493e-07,3.69120212728724e-07,3.58490235718989e-07,3.48160124841179e-07,3.3827904610817e-07,3.2854687515016e-07,3.19281588501141e-07,3.10439659423345e-07
"SGP",1927.5,4912.5,1692.5,6042.5,340,545,307.5,480,365,357.5,540,1515,0,397.5,462.5,NA,3532.5,285,162.5,352.5,1020,527.5,82.5,240,82.5,57.5,37.5,45,40,125,370,0,0,640,NA,NA,175
"SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38933844062716e-06,1.35071780038576e-06,1.31341430875676e-06,1.27737903476977e-06,1.24259970335494e-06,1.20906724532244e-06,1.1767745283775e-06,1.14567481679373e-06,1.11577105577076e-06,1.08713527657844e-06,1.05984690790262e-06,1.0339235735346e-06,1.00932207836024e-06,9.85936239206175e-07,9.63628688954721e-07,9.42253359115242e-07,9.21700691325356e-07,9.01913149387035e-07,8.82875434871089e-07,8.64575509296195e-07,8.43133293404463e-07,8.25942900517518e-07,8.09494845932512e-07,7.93705979940107e-07
"SLE",197057.228603971,229083.528832518,244619.746978083,222130.394645066,177614.814539125,23480.2429813231,37003.9833366829,14275.0518052424,20945.4615107679,30902.2832177575,15380.0080831789,32235.3453385142,107532.859442599,19736.9801987034,13771.7025742424,799.173597069528,20385.9633975599,2184.76430743264,76.9500029962352,93131.3632759432,27433.4568186262,15892.0955582015,13191.4049615197,9.6367972723943e-07,9.27593715394082e-07,8.99311556556981e-07,8.76877657485231e-07,8.58471305487107e-07,8.41877221713361e-07,1407.46973976931,77792.9063607675,28849.6994046436,7.79567352227062e-07,6.70867969287947e-07,7975.97537112962,6404.6122128776,78305.6019582382
"SLV",31385,9160,6017.5,11937.5,3532.5,695,1012.5,1967.5,0,0,0,1272.5,95,0,0,2.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1142.5,NA,0,0
"SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,17.5,15,NA,NA,NA,55,NA,0,2.5,NA,NA,7.5,0,0,0,0,NA,0,0,0,2.5,0,0,NA,0,0
"SOM",NA,NA,NA,3.92341515942363e-08,3.95239713180118e-08,3.94310666340658e-08,3.9070188861956e-08,3.857736641244e-08,3.81592450970913e-08,3.79409780260076e-08,3.79534899064282e-08,3.81073416155786e-08,3.82579232738323e-08,3.81990213904615e-08,3.77925665207002e-08,3.70077087863407e-08,3.59417243744886e-08,3.47355568752761e-08,3.3549696465407e-08,3.24759305003752e-08,3.15205550549535e-08,3.06479154277284e-08,1804.9347499113,11965.0746597854,7417.73047873976,2122.32415767825,2.69164255328747e-08,2.62408600404385e-08,2.5567848838115e-08,2.48904059585442e-08,2.42077721201994e-08,2.35257582303916e-08,2.28523043821482e-08,1.77492813779878e-08,1.7245185057746e-08,1.67515243898464e-08,1.62691459193454e-08
"SRB",52195,34565,32417.5,50582.5,63312.5,35370,21597.5,16572.5,40372.5,12445,2477.5,5270,41942.5,2000,1310,1145,11730,2305,720,95,87.5,157.5,37.5,27.5,5,5,502.5,5,2.5,50,925,0,2.5,87.5,957.5,27.5,1802.5
"STP",4720.48896907169,300.73221917586,5710.71978144177,4795.67695412793,1071.13457998391,860.443180258278,18.1512873187511,1881.61391619936,0.369643575375703,132.27032209105,3.83967247917782e-05,3.75299731558698e-05,908.58778160366,9727.48423847726,637.370408594489,19.4428190107852,3.44218731762602e-05,3.40105432274918e-05,3.35783515226229e-05,3.30889944248902e-05,3.25393988170886e-05,3.19392923828765e-05,3.12877587725913e-05,3.05852354809399e-05,2.98388889312662e-05,2.90514314864598e-05,2.82363884497316e-05,2.74202860656159e-05,2.66309582789281e-05,2.5885657312652e-05,2.5186298196922e-05,2.45273850058014e-05,2.39052893103997e-05,2.41211349740755e-05,2.35923469431576e-05,2.30781622125864e-05,2.25792800694347e-05
"SUR",1790,1617.5,42.5,100,275,92.5,12.5,170,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,NA,0
"SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,117.5,527.5,1037.5,1377.5,72.5,5,0,1550,1325,0,0,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,2.5,0,17.5
"SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,25,17.5,335,995,20,22.5,32.5,2.5,NA,0,0,0,0,0,0,0,0,0,5,55,5,2.5,130,45,2.5,20
"SWE",8850,15557.5,11565,2507.5,815,432.5,NA,95,155,72.5,62.5,142.5,62.5,52.5,57.5,110,155,NA,NA,147.5,12.5,22.5,7.5,12.5,32.5,47.5,2.5,62.5,7.5,15,65,75,127.5,70,55,7.5,102.5
"SWZ",6480,22962.5,8167.5,11985,8132.5,5632.5,10652.5,3952.5,3652.5,3662.5,3667.5,5105,17870,1525,427.5,5502.5,1522.5,450,0,25,122.5,92.5,875,0,0,0,0,2.5,65,782.5,0,0,0,92.5,0,2.5,0
"SYC",10,867.5,667.5,47.5,25,10,5,0,12.5,32.5,15,0,0,0,0,5,7.5,1565,5,NA,0,0,0,0,0,25,2.5,0,0,0,0,0,0,0,0,0,0
"SYR",5.36655875293945e-09,5.17883136375019e-09,4.99824048816322e-09,4.82734163753662e-09,4.66728455883469e-09,4.51764914366493e-09,4.37710179213013e-09,4.24450874447757e-09,4.11860390236995e-09,3.99846700194217e-09,3.88406107276751e-09,3.77519104866053e-09,3.67087038544156e-09,3.57007978735169e-09,3.47232775865791e-09,3.43422375285111,35076.8981214497,46061.4295857747,3.11251657780787e-09,3.04113589866262e-09,2.98108593366209e-09,2.92956858771731e-09,2.87811874333244e-09,2.81664602752585e-09,2.74046696446817e-09,2.64755628531788e-09,2.54515897246677e-09,2.44701325868846e-09,2.36725672397853e-09,2.31216668034051e-09,2.28335350627162e-09,2.27445373646162e-09,2.17928952661595e-09,2.59265919844154e-09,2.65743804739316e-09,2.7013480341509e-09,2.7013480341509e-09
"TCD",NA,1.05570878705663e-08,1.0308197406772e-08,1.00485559872965e-08,9.77787428801946e-09,9.49638867542291e-09,9.20776010993052e-09,8.91876617004073e-09,8.63664439965106e-09,1498.5327739654,42287.464583155,98260.0812759309,146011.017132137,110489.829959754,145164.595407438,187755.389901493,137459.198833977,118197.520708193,77138.7292749415,44664.4631566446,84310.4187610715,62439.9378220698,70397.1453716459,63375.5152223707,31737.4579962949,1173.93009936075,4.65544836014686e-09,4.51352977215436e-09,4.3782996117514e-09,4.24776025464979e-09,4.12143341677051e-09,3.99954758201204e-09,3.88193754918831e-09,3.66905894555458e-09,3.55382967498485e-09,3.44486561498769e-09,3.34141536662003e-09
"TGO",149016.301399868,144833.885316748,127071.91184639,175833.774065462,173258.884898475,86135.2239992634,61402.7011920001,117526.154544695,29981.8594281726,23865.8440771672,59244.4419305859,42225.5274960457,24927.0648775177,40407.2567525526,36342.8146119234,10875.2059119286,5704.6413126917,17391.3470902708,14624.2511179655,18091.2720236598,13795.0458212665,5.10783882634591e-07,4.9764442144884e-07,58.7427562688992,4.72380696669994e-07,4.60281658232198e-07,0.382370108749142,576.513905943984,4.25927011882266e-07,230.150397899142,4.04352180960466e-07,66.242796496735,1111.06171286754,3.6203085707065e-07,3.52859669927597e-07,3.44065426816087e-07,3.35623625113968e-07
"THA",676616.751823832,796227.106372562,1008965.16651837,1414485.4702311,945634.35687464,566680.673441757,1330607.03922987,1051516.34268527,448019.311994422,869588.786039055,752509.531237052,260898.001631221,471434.909655545,1261357.58676234,369611.836444024,149720.23892065,389970.935907316,346363.360414541,90046.0738822218,54115.5567603831,128005.680334836,4385.03558642235,74678.1079508485,51613.6096280146,39890.0614480811,37994.4328015484,43433.0187305415,130998.974574817,114465.34343772,39919.6220609954,26547.406232198,66158.1893335467,34977.0231568527,5493.53998874807,5.97517593181607e-08,5.95730911268078e-08,5.94229457862028e-08
"TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33315051004313e-07,3.26939094130729e-07,3.21491465449242e-07,3.16653600007655e-07,3.12180028938513e-07,3.08025490558528e-07,3.04143250917654e-07,3.00311398415687e-07,2.96284292322646e-07,2.91902353066753e-07,2.87113167574127e-07,2.81967373783054e-07,2.76548310806923e-07,2.70974127136725e-07,2.65331161930504e-07,2.59651541045791e-07,2.53937000538329e-07,2.48204785835426e-07,2.42467618205566e-07,2.36747763837641e-07,2.31066799805113e-07,2.25465681125137e-07,2.20003522288792e-07,2.15928190328007e-07,2.11232438651621e-07,2.06727250318117e-07,2.0240813580763e-07
"TKM",NA,NA,NA,NA,NA,NA,NA,NA,NA,7015,3365,1730,6215,6532.5,982.5,240,942.5,2587.5,1130,282.5,22.5,27.5,2.5,2.5,0,120,147.5,0,0,0,0,0,0,0,0,0,0
"TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,235,102.5,507.5,225,0,0,25,125,1907.5,40,10,200,107.5,5,0
"TON",467.5,47.5,90,12.5,1030,582.5,0,0,62.5,162.5,45,25,0,NA,0,0,2702.5,90,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TTO",9002.5,3210,5980,8890,8872.5,6650,1102.5,970,5425,1277.5,352.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"TUN",7517.5,4570,3660,6202.5,11915,9350,1432.5,720,2867.5,1367.5,3125,29680,3532.5,1492.5,1690,1332.5,927.5,307.5,252.5,117.5,577.5,245,55,2.5,37.5,7.5,10,5,2.5,2.5,27.5,120,40,367.5,40,17.5,12.5
"TUR",21732.5714785798,21747.1722587588,75029.1780920081,109039.302370644,118386.951432163,93667.4732757579,75219.5009079787,68369.8828373017,91339.2056133809,89375.065983508,118496.897644115,147614.775386468,209726.113534247,218056.132031131,195746.081880003,218383.562637334,200049.987938481,199186.71495614,162373.723150802,136123.412976195,152448.588423218,110923.974066782,79137.602443437,7.50966988594115e-09,7.41018657546277e-09,7.314810535064e-09,7.2232207992684e-09,7.1342184382317e-09,7.04633695836065e-09,6.95877089285091e-09,6.87103773877595e-09,6.78389378006017e-09,6.6991987512921e-09,6.51674103568922e-09,6.41343067542266e-09,6.31333596512462e-09,6.21696116809289e-09
"TUV",9.97003745000224e-05,9.82080713430866e-05,9.67022792796035e-05,9.52977447532533e-05,9.40746235589263e-05,9.30737617776956e-05,9.22296899530384e-05,9.15241739326556e-05,9.09105633825069e-05,9.03552707250954e-05,8.98364695961495e-05,8.93726526801641e-05,8.8933038498773e-05,8.8545885250868e-05,8.81716425631396e-05,8.78195044455854e-05,8.74983888811132e-05,8.7160933907926e-05,8.67890237244984e-05,8.63744003679612e-05,8.59001868842579e-05,8.53684036007385e-05,8.48343173708299e-05,8.43418312185262e-05,8.39242287825614e-05,8.35965482041123e-05,8.33396549506649e-05,8.31352743483338e-05,8.29657213693435e-05,8.27884334863027e-05,8.26035141737735e-05,8.26035141737735e-05,8.23776936981213e-05,7.45842751550541e-05,7.39537796456968e-05,7.33140299303825e-05,7.26917479705325e-05
"TZA",895655.023836841,994810.731327398,634274.936446651,356055.528395329,396901.638713449,317003.960358165,355906.108394934,135934.516316765,59266.8815696236,89554.6483747444,200236.213207984,110339.247893928,115526.900700878,44122.8835962729,23313.6644116824,53888.8198840981,53361.0929963995,66542.6567095768,50714.6035845634,91579.5133566067,61921.6614789131,19320.4261992301,7924.70949927008,4140.41145199849,1839.82134920625,9.33961692428653e-08,4174.27128392875,7351.23525706852,639.131143856225,8.29483211006732e-08,8.04766228101883e-08,7.80707338776665e-08,7.57406186657761e-08,7.14170881321863e-08,6.92365482724e-08,6.7128207659195e-08,6.50926716971867e-08
"UGA",7.90709631104392e-09,7.67347707597565e-09,93540.7395590354,68252.2570931076,10428.605141781,295.436169335648,6.49741083158517e-09,6626.52205383231,6.04186778385696e-09,5.83092896189186e-09,5.63140922782424e-09,92404.6892602037,43259.4405151219,342769.464219014,336440.565719836,213033.090317102,100326.723811067,218334.172797425,276799.177130744,310623.867179486,158604.569008333,327445.971080911,244430.747507959,3.6822289661842e-09,3.55943841068296e-09,3.44125183904254e-09,3.3273208632778e-09,3.21737780861753e-09,3.11110581741048e-09,3.00831970445614e-09,2.90896251531336e-09,2.81309620042691e-09,2.72079458962793e-09,2.63290267366045e-09,2.54688581335927e-09,2.46443521145778e-09,2.38537900543179e-09
"UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9503.88514419095,2167.12782320697,20319.4147312872,8360.08552877363,2300.46773677694,653.935783864494,56.9582200927434,6.91981572042977e-09,6.98460500547782e-09,7.04915859017774e-09,7.11246250784114e-09,7.17445125530958e-09,7.23347470810154e-09,7.28785520820452e-09,7.3364873065529e-09,83211.4075811599,45914.6877547048,24911.4348503888,12510.6743445282,5835.76175789111,2777.21915097497,4107.70993538778,1575.97541097697,626.936765757233,74.4798578474241,7.68392172112442e-09,7.71365660234835e-09
"URY",38662.5,337.5,45,880,400,495,2975,190,50,275,5100,467.5,40,0,12.5,5,5,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0
